service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
ABR_Dissabtes,0,0,0,0,0,1,0,20241224,20251231
ABR_Diumenges,0,0,0,0,0,0,1,20241224,20251231
ABR_Laborables,1,1,1,1,1,0,0,20241227,20251231
ABR_Laborables escolar,1,1,1,1,1,0,0,20250107,20250630
ABR_Laborables escolar 2,1,1,1,1,1,0,0,20250901,20251231
ABR_Laborables estiu,1,1,1,1,1,0,0,20250701,20250830
ABR_diumenges estiu,0,0,0,0,0,0,1,20250701,20250831
ALS_000007200000111400000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000111400000010,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000111400000012,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000111500000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000111500000012,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000111500000013,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000115600000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000115600000003,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000115600000005,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000115700000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000115700000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000115700000005,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000204300000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000005,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000204300000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000008,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000204300000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000010,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000204300000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000012,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000013,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000014,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000204300000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000204300000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210000000001,1,0,0,0,0,0,0,20250101,20270101
ALS_000007200000210100000001,1,0,0,0,0,0,0,20250101,20270101
ALS_000007200000210200000023,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000024,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000210200000025,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000027,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000210200000029,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000030,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000031,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210200000033,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000034,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000210200000035,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000038,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210200000039,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210200000040,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000210300000019,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210300000026,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210300000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000030,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000210300000031,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000032,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210300000033,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000034,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000035,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000036,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000210300000038,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210300000039,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000210300000041,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000210300000043,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210300000044,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000210300000045,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000210600000003,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210600000004,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210700000003,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000210700000004,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000214300000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000003,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000214300000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000006,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000214300000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000010,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000214300000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000012,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000013,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000015,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000214300000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000214300000018,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000220200000001,0,0,0,0,0,1,1,20250915,20260620
ALS_000007200000220300000006,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000220300000007,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000220400000001,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000220400000002,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000220900000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000221200000001,0,0,0,0,0,1,1,20250915,20260620
ALS_000007200000221300000005,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000221300000006,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000221400000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000221400000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000221900000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000221900000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222000000001,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000222000000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222100000001,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000222100000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000222100000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222100000006,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000222100000007,0,0,1,0,0,0,0,20250101,20270101
ALS_000007200000222100000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222100000012,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000222100000013,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000222100000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222100000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222100000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000017,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000222500000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000020,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000022,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000222500000024,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000026,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000028,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000222500000030,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222500000033,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000222500000036,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000222500000038,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000222600000020,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000222700000001,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000223000000001,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000223000000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223100000001,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000223100000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223100000007,0,0,1,0,0,0,0,20250101,20270101
ALS_000007200000223100000009,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000223100000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223100000015,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000223100000016,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000223100000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223100000018,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223100000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000015,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000223500000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000021,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000023,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000223500000025,0,0,0,1,1,0,0,20250101,20270101
ALS_000007200000223500000026,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000028,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000029,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000033,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000034,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000223500000036,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000223500000037,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000223500000039,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000223600000033,0,0,0,0,0,0,1,20251001,20251219
ALS_000007200000223700000001,0,0,0,0,1,0,0,20250908,20251219
ALS_000007200000224100000006,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000224200000033,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000224200000046,1,1,1,1,1,0,0,20251001,20251219
ALS_000007200000224200000047,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000050,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000052,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000224200000060,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224200000061,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000062,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000224200000063,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000064,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000065,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000067,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000068,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224200000069,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224200000071,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224200000072,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224200000073,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000224200000100,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224400000014,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000224400000017,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000224500000001,0,0,0,0,1,0,0,20250101,20270101
ALS_000007200000224500000002,1,1,1,1,0,0,0,20250101,20270101
ALS_000007200000224600000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224600000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224600000006,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224600000013,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000224700000009,0,1,0,1,0,0,0,20250101,20270101
ALS_000007200000224700000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224900000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000224900000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225100000007,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000225200000033,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000225200000034,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000225200000045,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000225200000050,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000052,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000053,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000225200000054,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000225200000060,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000061,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000062,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225200000063,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000064,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225200000066,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000068,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225200000069,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000070,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225200000071,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225200000072,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225200000074,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000225400000007,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000225400000008,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000225500000001,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225600000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225600000004,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225600000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225600000009,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225600000010,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000225700000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225700000011,0,1,1,0,0,0,0,20250101,20270101
ALS_000007200000225900000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000225900000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000008,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000226000000021,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000022,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226000000024,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000025,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226000000026,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000226000000027,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000226000000028,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000226000000029,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000226000000030,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000226000000031,1,1,1,1,0,0,0,20250101,20270101
ALS_000007200000226000000032,0,0,0,0,1,0,0,20250101,20270101
ALS_000007200000226000000041,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226000000042,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226000000043,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000226300000003,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226400000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000004,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000226400000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000013,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000014,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000226400000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000018,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226400000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226500000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226500000002,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000226500000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226500000004,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000226600000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000008,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000226600000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000011,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000226600000013,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000017,1,1,1,1,1,0,0,20250901,20260731
ALS_000007200000226600000018,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000226600000020,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000021,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000226600000022,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226600000024,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000226600000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226600000028,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000226600000029,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000226600000030,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000226700000001,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000226700000003,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000226900000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000226900000004,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227000000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227000000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227000000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227000000012,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227000000021,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227000000023,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000227000000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227000000031,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000227000000032,1,1,1,1,1,0,1,20250101,20270101
ALS_000007200000227000000033,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000227000000034,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227000000035,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000227000000036,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227000000037,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000227000000038,1,1,1,1,0,0,0,20250101,20270101
ALS_000007200000227000000039,0,0,0,0,1,0,0,20250101,20270101
ALS_000007200000227000000040,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227000000043,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000227400000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000003,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000227400000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000005,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000227400000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000007,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000010,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000014,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000227400000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000018,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227400000020,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227500000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227500000002,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000227500000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227500000004,0,0,0,0,0,0,1,20250101,20270101
ALS_000007200000227600000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000003,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000227600000005,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000227600000006,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000227600000009,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000227600000012,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000013,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000017,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000227600000018,1,1,1,1,1,0,0,20250901,20260731
ALS_000007200000227600000022,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000227600000023,0,0,0,0,0,1,1,20250101,20270101
ALS_000007200000227600000024,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000025,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000026,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000027,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000227600000028,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227600000029,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000227700000001,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000227700000002,0,0,0,0,0,0,1,20250908,20251219
ALS_000007200000227900000001,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000227900000003,0,0,0,0,0,1,0,20250101,20270101
ALS_000007200000228000000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228000000003,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000228000000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228000000005,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000228500000003,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000228600000003,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000005,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000228600000006,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000228600000007,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000228600000008,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000009,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000010,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000228600000011,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000012,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000228600000013,1,1,1,1,1,1,1,20250101,20270101
ALS_000007200000228600000014,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000015,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000016,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000017,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000018,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000019,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000020,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000021,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000022,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000023,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000024,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000025,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000026,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000027,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000028,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000029,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000030,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228600000031,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228700000002,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000228800000002,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000228900000001,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000228900000002,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229000000004,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229000000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229000000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229000000007,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000229500000003,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000229500000004,1,1,1,1,1,0,0,20250908,20251219
ALS_000007200000229600000002,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000229600000003,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000229600000004,1,1,1,1,1,1,0,20250101,20270101
ALS_000007200000229600000005,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229600000006,1,1,1,1,1,0,0,20250101,20270101
ALS_000007200000229600000007,1,1,1,1,1,1,0,20250101,20270101
